A11GZNNVLEWRGF	cf_fullscale_appendicitis_1	35NNO802AV9RLYDRSP6YMPMBDI8IN6	24985784	No	\N	\N	No	"retrospective review"	\N	\N	"Stump appendicitis:","Stump appendicitis,","result","stump appendicitis"	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	92355	2015-10-03 07:43:29
A11GZNNVLEWRGF	cf_fullscale_appendicitis_1	3CVBMEMMXBT2MIAK607OQGZ6DQO7HR	24224786	No	\N	\N	No	"high resolution structures,"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	1	\N	\N	0	0	88629	2015-10-03 06:14:32
A11GZNNVLEWRGF	cf_fullscale_appendicitis_1	3FBEFUUYRKI48VO1HKS43GC65KEA6K	24822146	Yes	1	Yes	No	"patient.","case","patient"	\N	"Appendicectomy:","appendicectomy."	\N	\N	\N	\N	appendicectomy	\N	\N	\N	added custom	0	0	0	0	\N	\N	0	0	189802	2015-10-03 07:40:05
A11GZNNVLEWRGF	cf_fullscale_appendicitis_1	3MVY4USGB60O1B5W0LNKLJWH0HGISI	24639312	Yes	48	Yes	No	"patients","patients","patients","patients","patients","patients"	\N	"appendectomy","appendectomy","appendectomy","appendectomy"	"postoperative"	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	223344	2015-10-03 06:06:32
A11GZNNVLEWRGF	cf_fullscale_appendicitis_1	3NOEP8XAU4FOEEEZ7QJRTOEL1ADPX9	23863705	No	\N	\N	No	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1	0	0	1	\N	\N	0	0	97681	2015-10-03 07:41:53
A11GZNNVLEWRGF	cf_fullscale_appendicitis_1	3P7QK0GJ3TYHR2D86AW0UWM3Y0JZ2T	23993390	No	\N	\N	Yes	"horses","horses","horses"	\N	\N	"scales","scales","Scales,","scales.","scales","scales","scales","predictive validity","scales.","scales","scales"	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	106377	2015-10-03 07:36:47
A11GZNNVLEWRGF	cf_fullscale_appendicitis_1	3QTFNPMJC6VDGO21STUKMKP19VANZ8	24199925	No	\N	\N	No	"retrospectively reviewed."	\N	\N	"prognosis","prognosis","TREATMENT:","treatment.","prognosis."	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	208189	2015-10-03 06:10:08
A13VIJ7G997ZCY	cf_fullscale_appendicitis_1	3MNJFORX8BH3LI5VNH4RPB9X65GF5M	24534393	Yes	1	No	No	"Case report","female patient,"	\N	\N	"treatment algorithm"	\N	\N	\N	\N	\N	\N	\N	\N	0	0	1	0	\N	\N	0	0	345538	2015-10-01 17:55:12
A16UAN46CNIRHY	cf_fullscale_appendicitis_1	3K3G488TR2L0C7V41XFL1ADBD7P5Q6	23923353	Yes	48	Yes	Yes	"patients","patients","patients","patients","patients","patients","patients."	\N	"abdominal pain","abdominal pain","abdominal pain","abdominal pain","abdominal pain","abdominal pain"	"diagnosis","analyzed","diagnosis","direct interrogation","medical records","analyzed","diagnosis"	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	372527	2015-10-03 05:46:40
A17EHWQND2HPWE	cf_fullscale_appendicitis_1	32LAQ1JNT92UP2DBJ2HOERGEWVGTUP	24902389	Yes	1	Yes	Yes	"A returning traveler presenting with fever"	\N	"abdominal "pressure" and pain proved to have amebic appendicitis,"	"value of asking "Unde venis--from where do you come?""	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	112851	2015-10-02 02:20:41
A17EHWQND2HPWE	cf_fullscale_appendicitis_1	341YLJU21ICVWCOY668EU1JD2NH2IZ	24343041	Yes	1	No	Yes	"We","report about a 56-year-old man"	\N	"with dyspnoea and leg pain diagnosed with Leriche syndrome and chronic heart failure"	"Typical symptoms"	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	145474	2015-10-02 02:18:39
A17EHWQND2HPWE	cf_fullscale_appendicitis_1	38VTL6WC4AQ9L9MQS7WFEWGDCG6Y52	24574814	Yes	1	Yes	Yes	"a 43-year-old woman."	\N	"(meso-appendix)","meso-appendix","meso-appendix."	"differential diagnosis of appendiceal tumors."	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	173622	2015-10-02 02:23:43
A17EHWQND2HPWE	cf_fullscale_appendicitis_1	3IKDQS3DQED8UUG03ZXK6ESZEEUICO	23917950	No	\N	\N	No	\N	\N	\N	"reviewed and endorsed substantial new evidence on aspects of the local and regional therapies"	\N	\N	\N	\N	\N	\N	\N	\N	1	0	0	0	\N	\N	0	0	90748	2015-10-02 01:31:28
