A13S7M2Z6N4KPW	cf_grouped_appendicitis_1	3H781YYV6TVD06GPT22JA9UBADRETA	24750420	No	\N	\N	\N	"A 43-year-old woman","Six weeks after the oral prednisolone therapy,"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	326425	2015-10-05 16:07:00
A13S7M2Z6N4KPW	cf_grouped_appendicitis_1	3R6RZGK0XFPQJ315YYESIUACPABVYL	24629534	No	\N	\N	\N	"[Left-sided appendicitis","Left-sided appendicitis","history of a 31-year-old man"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	220793	2015-10-05 15:58:46
A13S7M2Z6N4KPW	cf_grouped_appendicitis_1	3YCT0L9OMMMGFCGNX10CQRSYMMENSJ	24456860	No	\N	\N	\N	"acute coronary syndrome","(cTn) testing","cardiac chest pain.","cardiac chest pain","cTn testing.","cTn testing.","cTn testing","cTn testing","cardiac chest pain","cTn testing","Cardiac chest pain","cTn testing.","cTn testing","cTn testing"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	300212	2015-10-07 14:44:31
A16MQ156BQ3HRZ	cf_grouped_appendicitis_1	304QEQWKZPXYWOWNPEH5VAMKH40O0C	24034196	No	\N	\N	\N	"unusual cause of left upper quadrant abdominal pain.","we present a case of young male","left sided acute appendicitis","left upper quadrant abdominal pain."	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	33088	2015-10-07 18:53:46
A16MQ156BQ3HRZ	cf_grouped_appendicitis_1	307FVKVSYRS8A6MPRTN5WRQ28R674L	24210206	No	\N	\N	\N	"lowest costs in management of pediatric appendicitis.","inpatient cost.","costs associated with the treatment of appendicitis.","lowest costs"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	No.	\N	0	0	523556	2015-10-06 21:03:20
A16MQ156BQ3HRZ	cf_grouped_appendicitis_1	307L9TDWJY5CVVV87MZBIJKMU6F3N7	24855312	No	\N	\N	\N	"Ectopic varices","We present the case of a 29-year-old male","esophageal varices,"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	No	\N	0	0	81337	2015-10-06 22:49:43
A16MQ156BQ3HRZ	cf_grouped_appendicitis_1	307L9TDWJY5CVVV87MZBIJKMU6G3N8	24680157	No	\N	\N	\N	"Single-incision laparoscopic","Ladd's procedure","intestinal malrotation.","single-incision laparoscopic surgery","intestinal malrotation","single-incision laparoscopic","A 29-year-old woman","intestinal malrotation.","Ladd's procedure","single-incision laparoscopic","single-incision laparoscopic","Ladd's procedure","intestinal malrotation"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	61800	2015-10-07 16:47:15
A16MQ156BQ3HRZ	cf_grouped_appendicitis_1	308KJXFUJRJAATZDDX0XEQ4KPYSTAT	23953495	No	\N	\N	\N	"Pelvic inflammatory disease","Pelvic inflammatory disease (PID)","We present 2 cases of PID"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	No.	\N	0	0	200849	2015-10-07 05:58:46
A16MQ156BQ3HRZ	cf_grouped_appendicitis_1	309D674SHZYY7M2UXP53KROMJUFCBQ	23945117	No	\N	\N	\N	"Risk of complications and 30-day mortality after laparoscopic and open appendectomy","risk of complications","risk of complications and mortality after appendectomy for acute appendicitis","risk of complications and","30-day mortality","risk of","risk of","30-day mortality","risk of","Risk of complications and 30-day mortality","risk of complications"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	48515	2015-10-08 07:14:43
A16MQ156BQ3HRZ	cf_grouped_appendicitis_1	30F94FBDNRXFT345JB0T91OQ7GDTBO	24783182	No	\N	\N	\N	"paraduodenal hernia","acute cholecystitis.","Paraduodenal hernia","A 74-year-old woman presented","acute cholecystitis","paraduodenal hernia.","paraduodenal hernia"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	30999	2015-10-07 18:52:41
