A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	306996CF6WXEKJSWHSGJ3V5VEXJB1T	17010908	No	\N	\N	\N	"particle beams"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	48495	2015-09-13 16:47:33
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	306996CF6WXEKJSWHSGJ3V5VEXKB1U	17690534	No	\N	\N	\N	"human lung cancer","nude mouse tumor cells (IA)","human lung cancer,"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	18030	2015-09-13 17:55:50
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	307FVKVSYRS8A6MPRTN5WRQ27R274G	8270449	No	\N	\N	\N	"Evaluate the use of helium"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	48464	2015-09-13 14:05:51
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	307L9TDWJY5CVVV87MZBIJKMT6CN3N	17318002	No	\N	\N	\N	"intracranial lesions"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	1886656	2015-09-13 17:44:40
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	3087LXLJ6MT4QBJUQBYF8GD6O360FY	2233582	No	\N	\N	\N	"This paper is based on experience"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	36290	2015-09-13 18:40:47
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	309D674SHZYY7M2UXP53KROMIUBBCK	15798280	No	\N	\N	\N	"alpha-emitting radionuclides","chromosome damage"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	22925	2015-09-13 18:47:04
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	30OITAWPBQG601YDLX584CQC7MDH9P	9089592	No	\N	\N	\N	"Monte Carlo","Monte Carlo studies of dose distributions in patients treated with radiotherapy","Monte Carlo.","Monte Carlo","Monte Carlo","Monte Carlo"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	31401	2015-09-13 19:08:42
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	30P8I9JKOIYSHFRLNW9V7XCJT55V52	9322843	No	\N	\N	\N	"brain","brain."	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	22574	2015-09-13 19:04:30
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	30UZJB2POHP856P23M3PO2K02LC53F	8629224	Yes	CantTell	Yes	13	"We distributed a questionnaire on radiosurgery patterns of practice to members"	\N	"These results will enable radiosurgeons to determine if their practice differs from the norm and to adjust their practice standards, if appropriate."	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	179373	2015-09-13 14:16:26
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	31GECDVA9JZ3LTCYR7BSNBAK87Q663	2176457	No	\N	\N	\N	"which has been proposed for BNCT,","which has"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	26723	2015-09-13 18:24:12
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	31J7RYECZL3QXSE8855DHY10QRYL1R	12194274	Yes	CantTell	CantTell	NoInfo	"100 patients"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	64634	2015-09-13 14:41:55
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	31KPKEKW4AQEDU7EL9CJPQML95EB0R	17523847	No	\N	\N	\N	"human tumor","human tumor cells"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	21039	2015-09-13 16:19:56
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	31KPKEKW4AQEDU7EL9CJPQML95F0BH	15897579	Yes	Yes	Yes	162	"patients.","patients","patients","patients","patients","patients.","patients","patients","patients","patients"	"Proton beam therapy","proton beam therapy.","proton beam therapy","Proton beam therapy"	"effective, safe, well tolerable, and repeatable. It is the useful treatment mode for either cure or palliation"	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	57369	2015-09-13 16:57:04
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	32204AGAABPLFBLLZ3BIWTCZBZ8HGG	8604064	No	\N	\N	\N	"squamous cell","M0 squamous cell carcinomas of the hypopharynx","squamous cell"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	21393	2015-09-13 17:04:14
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	324N5FAHSXOVZYCOUJD19MV1QV0KVC	12972360	No	\N	\N	\N	"Cone-beam","cone-beam","cone-beam"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	17664550	1	0	69868	2015-09-13 14:43:15
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	32CXT5U14GGBRILNG46TNVKRHOWU8D	16802872	No	\N	\N	\N	"DNA fragmentation","DNA fragmentation"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	36664	2015-09-13 18:34:16
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	32K26U12DN1NLS6E22RE590B6M2DVR	17921573	No	\N	\N	\N	"selective subvolume boosting:","Selective subvolume boosting can theoretically improve tumour control","proton beam","proton beam"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	35538	2015-09-13 19:03:57
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	32L724R85LXROJP484JQQER6C3APIL	1753909	No	\N	\N	\N	"high-energy photon and electron beams"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	41130	2015-09-13 14:19:35
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	32LAQ1JNT92UP2DBJ2HOERGEV1HUT2	17592454	No	\N	\N	\N	"Canadian Medical Physics web site."	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	38472	2015-09-13 18:26:58
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	32ZCLEW0BZXNJU9AQM4Q2F66PIZPJX	623376	Yes	No	Yes	19	"Nineteen-patients"	"photon-electron beam."	"Treatment has been well tolerated and there have been no significant radiation complications."	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	97681	2015-09-13 17:50:39
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	334ZEL5JX6SYXXGZYG0P5GS3BWFOSU	16626894	Yes	Yes	Yes	44	"patients","patients","patients","patients","patients","patients","patients","patients"	"carbon ion radiotherapy","carbon ion radiotherapy"	"the dose to the intestines should be limited to <60 GyE"	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	69751	2015-09-13 18:08:20
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	335HHSX8CDII3RBUXDAAQ892Y7SHD6	16257131	Yes	Yes	Yes	47	"patients","patients","patients","patients","patients","patients.","patients","patients,","patients."	"proton treatment"	"Significant morbidity was uncommon,"	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	85436	2015-09-13 16:59:39
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	337F8MIIMZQUSVM56U2WHCGFZDX04A	3276655	No	\N	\N	\N	"small field irradiation technique","within the brain"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	35358	2015-09-13 17:55:20
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	33NKDW9FFXV5KP5V2LXL9OFE1XZCXU	17524633	Yes	CantTell	Yes	12	"adult"	\N	"results confirm a need for aggressive local surgery and high-dose radiotherapy,"	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	37473	2015-09-13 18:29:00
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	33Q5P9PUSPZUPK5A33L669VP9XWZCD	12751956	No	\N	\N	\N	"human lymphoblasts","human lymphoblasts"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	13874	2015-09-13 18:52:37
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	33QQ60S6ASVT9TGKL0TEUGE9YQKU0Q	1776122	No	\N	\N	\N	"This review"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	54105	2015-09-13 17:05:56
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	341YLJU21ICVWCOY668EU1JD1TI2IB	15289857	No	\N	\N	\N	"carbon-ion beam therapy","applied for various solid tumors","carbon-ion beam","carbon-ion beam"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	43661	2015-09-13 16:09:58
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	34D9ZRXCYR79VTMYOXV74L8YMFCASI	9609904	No	\N	\N	\N	"Lung","lung"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	16408	2015-09-13 18:56:54
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	34D9ZRXCYR79VTMYOXV74L8YMFCSA0	12738314	Yes	No	Yes	16	"patients","patients;","patients","patients","patients;","patients"	"Photon radiation therapy"	"combined photon and carbon ion","combined photon and carbon ion","combined photon","Combined photon and carbon ion RT is feasible and effective"	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	53699	2015-09-13 18:16:42
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	34HEO7RUG67XUEML98V2EB320DSRAA	7576756	No	\N	\N	\N	"42 treated tumors"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	22242	2015-09-13 18:29:32
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	34HEO7RUG67XUEML98V2EB320DTARU	12094976	No	\N	\N	\N	"develop a method for on-line verification of leaf trajectories"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	41135	2015-09-13 18:11:41
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	34O39PNDK6L2DORDFMVY9MN8IVDBRP	16168832	No	\N	\N	\N	"A comparative","A comparative treatment planning study was undertaken between proton and photon therapy in uveal melanoma"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	47339	2015-09-13 14:12:16
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	34R0BODSP1CBF45ZS6KL7TOXTA3E5G	7935214	No	\N	\N	\N	"helium liquifier","cryogenic system","neutron beam","central axis"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	28306	2015-09-13 18:48:13
A12F0SGHFDIXLG	cf_fullscale_protonbeam_1	34XASH8KLQZDK2FVTJHII7YNTCUMPY	9355863	No	\N	\N	\N	"particles.","particles","human lymphocytes","human fibroblasts","particles","particles","particles","human lymphocytes,"	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	0	0	19187	2015-09-13 16:42:15
